"Adverse Events Category","AE/Supra-ordinate Term","Select AE","Grade","Description"
"METABOLIC/LABORATORY","Glomerular filtration rate",,4,"Chronic dialysis or renal transplant indicated"
"METABOLIC/LABORATORY","Glomerular filtration rate",,5,"Death"
"METABOLIC/LABORATORY","Glucose, serum-high (hyperglycemia)",,1,">ULN - 160 mg/dL
>ULN - 8.9 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-high (hyperglycemia)",,2,">160 - 250 mg/dL
>8.9 - 13.9 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-high (hyperglycemia)",,3,">250 - 500 mg/dL
>13.9 - 27.8 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-high (hyperglycemia)",,4,">500 mg/dL
>27.8 mmol/L or acidosis"
"METABOLIC/LABORATORY","Glucose, serum-high (hyperglycemia)",,5,"Death"
"METABOLIC/LABORATORY","Glucose, serum-low (hypoglycemia)",,1,"<LLN - 55 mg/dL
<LLN - 3.0 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-low (hypoglycemia)",,2,"<55 - 40 mg/dL
<3.0 - 2.2 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-low (hypoglycemia)",,3,"<40 - 30 mg/dL
<2.2 - 1.7 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-low (hypoglycemia)",,4,"<30 mg/dL
<1.7 mmol/L"
"METABOLIC/LABORATORY","Glucose, serum-low (hypoglycemia)",,5,"Death"
"METABOLIC/LABORATORY","Hemoglobinuria",,1,"Present"
"METABOLIC/LABORATORY","Hemoglobinuria",,5,"Death"
"METABOLIC/LABORATORY","Lipase",,1,">ULN - 1.5 x ULN"
"METABOLIC/LABORATORY","Lipase",,2,">1.5 - 2.0 x ULN"
"METABOLIC/LABORATORY","Lipase",,3,">2.0 - 5.0 x ULN"
"METABOLIC/LABORATORY","Lipase",,4,">5.0 x ULN"
"METABOLIC/LABORATORY","Magnesium, serum-high (hypermagnesemia)",,1,">ULN - 3.0 mg/dL
>ULN - 1.23 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-high (hypermagnesemia)",,3,">3.0 - 8.0 mg/dL
>1.23 - 3.30 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-high (hypermagnesemia)",,4,">8.0 mg/dL
>3.30 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-high (hypermagnesemia)",,5,"Death"
"METABOLIC/LABORATORY","Magnesium, serum-low (hypomagnesemia)",,1,"<LLN - 1.2 mg/dL
<LLN - 0.5 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-low (hypomagnesemia)",,2,"<1.2 - 0.9 mg/dL
<0.5 - 0.4 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-low (hypomagnesemia)",,3,"<0.9 - 0.7 mg/dL
<0.4 - 0.3 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-low (hypomagnesemia)",,4,"<0.7 mg/dL
<0.3 mmol/L"
"METABOLIC/LABORATORY","Magnesium, serum-low (hypomagnesemia)",,5,"Death"
"METABOLIC/LABORATORY","Metabolic/Laboratory - Other (Specify, __)",,1,"Mild"
"METABOLIC/LABORATORY","Metabolic/Laboratory - Other (Specify, __)",,2,"Moderate"
"METABOLIC/LABORATORY","Metabolic/Laboratory - Other (Specify, __)",,3,"Severe"
"METABOLIC/LABORATORY","Metabolic/Laboratory - Other (Specify, __)",,4,"Life-threatening; disabling"
"METABOLIC/LABORATORY","Metabolic/Laboratory - Other (Specify, __)",,5,"Death"
"METABOLIC/LABORATORY","Phosphate, serum-low (hypophosphatemia)",,1,"<LLN - 2.5 mg/dL
<LLN - 0.8 mmol/L"
"METABOLIC/LABORATORY","Phosphate, serum-low (hypophosphatemia)",,2,"<2.5 - 2.0 mg/dL
<0.8 - 0.6 mmol/L"
"METABOLIC/LABORATORY","Phosphate, serum-low (hypophosphatemia)",,3,"<2.0 - 1.0 mg/dL
<0.6 - 0.3 mmol/L"
"METABOLIC/LABORATORY","Phosphate, serum-low (hypophosphatemia)",,4,"<1.0 mg/dL
<0.3 mmol/L"
"METABOLIC/LABORATORY","Phosphate, serum-low (hypophosphatemia)",,5,"Death"
"METABOLIC/LABORATORY","Potassium, serum-high (hyperkalemia)",,1,">ULN - 5.5 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-high (hyperkalemia)",,2,">5.5 - 6.0 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-high (hyperkalemia)",,3,">6.0 - 7.0 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-high (hyperkalemia)",,4,">7.0 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-high (hyperkalemia)",,5,"Death"
"METABOLIC/LABORATORY","Potassium, serum-low (hypokalemia)",,1,"<LLN - 3.0 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-low (hypokalemia)",,3,"<3.0 - 2.5 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-low (hypokalemia)",,4,"<2.5 mmol/L"
"METABOLIC/LABORATORY","Potassium, serum-low (hypokalemia)",,5,"Death"
"METABOLIC/LABORATORY","Proteinuria",,1,"1+ or 0.15 - 1.0 g/24 hrs"
"METABOLIC/LABORATORY","Proteinuria",,2,"2+ to 3+ or >1.0 - 3.5 g/24 hrs"
"METABOLIC/LABORATORY","Proteinuria",,3,"4+ or >3.5 g/24 hrs"
"METABOLIC/LABORATORY","Proteinuria",,4,"Nephrotic syndrome"
"METABOLIC/LABORATORY","Proteinuria",,5,"Death"
"METABOLIC/LABORATORY","Sodium, serum-high (hypernatremia)",,1,">ULN - 150 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-high (hypernatremia)",,2,">150 - 155 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-high (hypernatremia)",,3,">155 - 160 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-high (hypernatremia)",,4,">160 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-high (hypernatremia)",,5,"Death"
"METABOLIC/LABORATORY","Sodium, serum-low (hyponatremia)",,1,"<LLN - 130 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-low (hyponatremia)",,3,"<130 - 120 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-low (hyponatremia)",,4,"<120 mmol/L"
"METABOLIC/LABORATORY","Sodium, serum-low (hyponatremia)",,5,"Death"
"METABOLIC/LABORATORY","Triglyceride, serum-high (hypertriglyceridemia)",,1,">ULN - 2.5 x ULN"
"METABOLIC/LABORATORY","Triglyceride, serum-high (hypertriglyceridemia)",,2,">2.5 - 5.0 x ULN"
"METABOLIC/LABORATORY","Triglyceride, serum-high (hypertriglyceridemia)",,3,">5.0 - 10 x ULN"
"METABOLIC/LABORATORY","Triglyceride, serum-high (hypertriglyceridemia)",,4,">10 x ULN"
"METABOLIC/LABORATORY","Triglyceride, serum-high (hypertriglyceridemia)",,5,"Death"
"METABOLIC/LABORATORY","Uric acid, serum-high (hyperuricemia)",,1,">ULN - 10 mg/dL
<=0.59 mmol/L without physiologic consequences"
"METABOLIC/LABORATORY","Uric acid, serum-high (hyperuricemia)",,3,">ULN - 10 mg/dL
<=0.59 mmol/L with physiologic consequences"
"METABOLIC/LABORATORY","Uric acid, serum-high (hyperuricemia)",,4,">10 mg/dL
>0.59 mmol/L"
"METABOLIC/LABORATORY","Uric acid, serum-high (hyperuricemia)",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Arthritis (non-septic)",,1,"Mild pain with inflammation, erythema, or joint swelling, but not interfering with function"
"MUSCULOSKELETAL/SOFT TISSUE","Arthritis (non-septic)",,2,"Moderate pain with inflammation, erythema, or joint swelling interfering with function, but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Arthritis (non-septic)",,3,"Severe pain with inflammation, erythema, or joint swelling and interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Arthritis (non-septic)",,4,"Disabling"
"MUSCULOSKELETAL/SOFT TISSUE","Arthritis (non-septic)",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Bone: spine-scoliosis",,1,"<=20 degrees; clinically undetectable"
"MUSCULOSKELETAL/SOFT TISSUE","Bone: spine-scoliosis",,2,">20 - 45 degrees; visible by forward flexion; interfering with function but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Bone: spine-scoliosis",,3,">45 degrees; scapular prominence in forward flexion; operative intervention indicated; interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Bone: spine-scoliosis",,4,"Disabling (e.g., interfering with cardiopulmonary function)"
"MUSCULOSKELETAL/SOFT TISSUE","Bone: spine-scoliosis",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Cervical spine-range of motion",,1,"Mild restriction of rotation or flexion between 60 - 70 degrees"
"MUSCULOSKELETAL/SOFT TISSUE","Cervical spine-range of motion",,2,"Rotation <60 degrees to right or left; <60 degrees of flexion"
"MUSCULOSKELETAL/SOFT TISSUE","Cervical spine-range of motion",,3,"Ankylosed/fused over multiple segments with no C-spine rotation"
"MUSCULOSKELETAL/SOFT TISSUE","Exostosis",,1,"Asymptomatic"
"MUSCULOSKELETAL/SOFT TISSUE","Exostosis",,2,"Involving multiple sites; pain or interfering with function"
"MUSCULOSKELETAL/SOFT TISSUE","Exostosis",,3,"Excision indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Exostosis",,4,"Progression to malignancy (i.e., chondrosarcoma)"
"MUSCULOSKELETAL/SOFT TISSUE","Exostosis",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-lower (gait/walking)",,1,"Limp evident only to trained observer and able to walk >=1 kilometer; cane indicated for walking"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-lower (gait/walking)",,2,"Noticeable limp, or limitation of limb function, but able to walk >=0.1 kilometer (1 city block); quad cane indicated for walking"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-lower (gait/walking)",,3,"Severe limp with stride modified to maintain balance (widened base of support, marked reduction in step length); ambulation limited to walker; crutches indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-lower (gait/walking)",,4,"Unable to walk"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-upper (function)",,1,"Able to perform most household or work activities with affected limb"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-upper (function)",,2,"Able to perform most household or work activities with compensation from unaffected limb"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-upper (function)",,3,"Interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Extremity-upper (function)",,4,"Disabling; no function of affected limb"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-cosmesis",,1,"Visible only on close examination"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-cosmesis",,2,"Readily apparent but not disfiguring"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-cosmesis",,3,"Significant disfigurement; operative intervention indicated if patient chooses"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-deep connective tissue",,1,"Increased density, 'spongy' feel"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-deep connective tissue",,2,"Increased density with firmness or tethering"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-deep connective tissue",,3,"Increased density with fixation of tissue; operative intervention indicated; interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-deep connective tissue",,4,"Life-threatening; disabling; loss of limb; interfering with vital organ function"
"MUSCULOSKELETAL/SOFT TISSUE","Fibrosis-deep connective tissue",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Fracture",,1,"Asymptomatic, radiographic findings only (e.g., asymptomatic rib fracture on plain x-ray, pelvic insufficiency fracture on MRI, etc.)"
"MUSCULOSKELETAL/SOFT TISSUE","Fracture",,2,"Symptomatic but non-displaced; immobilization indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Fracture",,3,"Symptomatic and displaced or open wound with bone exposure; operative intervention indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Fracture",,4,"Disabling; amputation indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Fracture",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-effusion",,1,"Asymptomatic, clinical or radiographic findings only"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-effusion",,2,"Symptomatic; interfering with function but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-effusion",,3,"Symptomatic and interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-effusion",,4,"Disabling"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-effusion",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-function",,1,"Stiffness interfering with athletic activity; <=25% loss of range of motion (ROM)"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-function",,2,"Stiffness interfering with function but not interfering with ADL; >25 - 50% decrease in ROM"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-function",,3,"Stiffness interfering with ADL; >50 - 75% decrease in ROM"
"MUSCULOSKELETAL/SOFT TISSUE","Joint-function",,4,"Fixed or non-functional joint (arthrodesis); >75% decrease in ROM"
"MUSCULOSKELETAL/SOFT TISSUE","Local complication -device/prosthesis-related",,1,"Asymptomatic"
"MUSCULOSKELETAL/SOFT TISSUE","Local complication -device/prosthesis-related",,2,"Symptomatic, but not interfering with ADL; local wound care; medical intervention indicated"
"MUSCULOSKELETAL/SOFT TISSUE","Local complication -device/prosthesis-related",,3,"Symptomatic, interfering with ADL; operative intervention indicated (e.g., hardware/device replacement or removal, reconstruction)"
"MUSCULOSKELETAL/SOFT TISSUE","Local complication -device/prosthesis-related",,4,"Life-threatening; disabling; loss of limb or organ"
"MUSCULOSKELETAL/SOFT TISSUE","Local complication -device/prosthesis-related",,5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Lumbar spine-range of motion",,1,"Stiffness and difficulty bending to the floor to pick up a very light object but able to do activity"
"MUSCULOSKELETAL/SOFT TISSUE","Lumbar spine-range of motion",,2,"Some lumbar spine flexion but requires a reaching aid to pick up a very light object from the floor"
"MUSCULOSKELETAL/SOFT TISSUE","Lumbar spine-range of motion",,3,"Ankylosed/fused over multiple segments with no L-spine flexion (i.e., unable to reach to floor to pick up a very light object)"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extraocular",1,"Asymptomatic, weakness on physical exam"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extraocular",2,"Symptomatic and interfering with function, but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extraocular",3,"Symptomatic and interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extraocular",4,"Life-threatening; disabling"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extraocular",5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-lower",1,"Asymptomatic, weakness on physical exam"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-lower",2,"Symptomatic and interfering with function, but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-lower",3,"Symptomatic and interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-lower",4,"Life-threatening; disabling"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-lower",5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-upper",1,"Asymptomatic, weakness on physical exam"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-upper",2,"Symptomatic and interfering with function, but not interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-upper",3,"Symptomatic and interfering with ADL"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-upper",4,"Life-threatening; disabling"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Extremity-upper",5,"Death"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Facial",1,"Asymptomatic, weakness on physical exam"
"MUSCULOSKELETAL/SOFT TISSUE","Muscle weakness, generalized or specific area (not due to neuropathy)","Facial",2,"Symptomatic and interfering with function, but not interfering with ADL"
